Unique_Identifier,Collection_Name,ISO_Code,Painting_Title,Painting_Description,Date_Painted_Start,Date_Painted_End,Artist_Name_INPUT,Artist_Dates_INPUT,Category,Tags,Painting_Title_Capitals
TWW0000005655,Guy Peppiatt Fine Art,ENG,"The Theatre of Xanthus, Lycia","Watercolour over pencil, with collector's mark lower right. This dates from the most important sketching tour of M'ller's career, in Lycia in modern day Turkey in the winter of 1843-44. He left England with his pupil Harry John Johnson (1826-1884) on 12th September 1843 and after stopping for supplies at Smyrna met up with the archaeologist Sir Charles Fellowes, who had organised the expedition, at the mouth of the river Xanthus. On 1st November they walked the six miles to Xanthus, the ancient capital of Lycia and they remained in the area for three months. M'ller worked constantly, despite the bad weather, and developed a looser more confident style and worked on a larger scale than he had before. 
Â 
He returned with `one or two hundred drawings' (N. Neal Solly, Memoir of the Life of William Muller, 1875, p.200, letter from M'ller to J. Satterfield, 12th February 1844) which were widely recognised as the finest achievement of his career. They were shown at a meeting of London's Graphic Society in January 1845 and then not until after his sudden death aged 33, only eighteenth months after his return. They were exhibited at the Bristol Institution, along with other works, before being sold in London. The Bristol Gazette described them thus: `The great characteristic of the sketches is their freedom and spirit ' a bold, comprehensive, almost daring ' and yet most natural ' grasping of the subject'.' (Bristol Gazette, 5th March 1846, p.3). For more on M'ller's Lycian trip, see Greenacre and Stoddart, W.J. M'ller, exhibition catalogue, 1991, p. 142-145.
Â 
This is a view of the remains of Xanthus.Â  In the foreground is a typical Lycian house tomb where the stone has been hewn to imitate wooden roof beams.Â  The Roman amphitheatre is behind and probably dates from the 2nd century AD.Â  It is relatively intact, with only the upper rows of the auditorium missing, having been used as construction material for later buildings.Â  On the far right is the top of the Pillar tomb, an unusual funeral monument in Lycia, as it is actually two tombs in one and it is likely to date from the 4th or 3rd centuries B.C.",1843,1843,William James Müller,1812-1845,Buildings & Architecture,"theatre,ruins","The Theatre Xanthus, Lycia"
TWW0000005656,Guy Peppiatt Fine Art,ENG,HMS Queen and HMS Cumberland off Spithead,Inscribed with title verso. Pen and brown ink and watercolour over traces of pencil heightened with bodycolour and scratching out.,1803,1867,William Joy,1803-1867,Travel & Transport,"ships,boats,people,naval",Queen Cumberland Spithead
TWW0000004971,Guy Peppiatt Fine Art,ENG,"Ludlow Castle, Shropshire",,1777,1777,Francis Towne,1740-1816,Buildings & Architecture,"castles,hills,trees,rivers","Ludlow Castle, Shropshire"
TWW0000004972,Guy Peppiatt Fine Art,ENG,"The Lake of Coniston, Lake District","Pen and grey ink and watercolour over pencil. This is one of only two drawings Towne produced of Lake Coniston on his tour of the Lake District in August 1786. The other is inscribed 15th August and is in the Yale Center for British Art (see Wilcox, op. cit., no. 52, p.117). Both are drawn from the north end of the lake. This looks west down the lake from the road leading from Hawkshead to Coniston with the Old Man of Coniston to the right and Brown and Buck Pike to the left.",1786,1786,Francis Towne,1740-1816,Landscapes & Seascapes,"landscapes,lakes,mountains,forests","The Lake Coniston, Lake District"
TWW0000004973,Guy Peppiatt Fine Art,ENG,"Ludlow Castle, Shropshire","Pen and grey ink and watercolour on five sheets of paper joined on original washline mount. This is one of the largest known watercolours by Towne and dates from his tour to North Wales and Shropshire in the summer of 1777. TheÂ  first drawing from the tour, numbered 1, is of Bridgenorth and is dated 20th June and the last is a view of Glastonbury Abbey numbered no. 54 and presumably drawn on his return journey. Another view of Ludlow Castle, numbered no. 45, is in Birmingham Museum and Art Gallery (see Timothy Wilcox, Francis Towne, exhibition catalogue, 1997, no. 10, p. 48, ill.) and view of the interior of the Great Room, Ludlow is in Plymouth City Art Gallery.
Â 
Ludlow Castle is situated on a promontory between the Rivers Corve and Teme overlooking the town of Ludlow. Begun as a Norman fortress, and transformed into a Royal Palace during Medieval times, it is now owned by the Earls of Powis and is open to the public. The hill in the distance behind the castle is Titterstone Clee Hill, sometimes referred to incorrectly, as Clee Hill (which is a lower hill to the east).Â  Rising 533 m above sea level, the strange shaped summit is effectively man-made, the result of both hill fort construction during the Bronze and Iron Ages and, more recently, by years of mining for coal and quarrying for stone used in road-building.",1777,1777,Francis Towne,1740-1816,Buildings & Architecture,"landscapes,castles,hills,rivers","Ludlow Castle, Shropshire"
TWW0000004974,Guy Peppiatt Fine Art,ENG,"Hadrian's Villa, Tivoli","Pen and brown ink and watercolour on laid paper. This drawing dates from Towneâ€™s most important tour, to Italy in 1780-81. He arrived in Rome in October 1780 setting off for the Alps and home in August 1781. Towne spent about three weeks in Tivoli and the surrounding area in May. Tivoli had long held an attraction for British artists due to its combination of dramatic scenery and its link to the work of Claude and Dughet. 
Â 
Towne worked assiduously while he was there, producing over forty drawings and watercolours. `No.1â€™ is dated 1st May and the present drawing, dated 22nd May and numbered 40 is one of the last. Nos. 40 to 42, all views of Hadrianâ€™s Villa, and dated between 20th and 22nd May, were all at one time in the Worsley collection at Hovingham Hall. Adrian Bury (op. cit., p.95) describes them as catching `the haunting solitude and melancholy of this relic of the great and humane Emperor, Hadrian.â€™ Nine of Towneâ€™s Tivoli views are now in the British Museum and no. 39 from the group, a wash drawing of Neptuneâ€™s Grotto, Tivoli, is in the Tate Gallery.
Â 
Hadrianâ€™s Villa or Villa Adriana was constructed by the Emperor Hadrian in the early second century A.D. as a country retreat outside Rome. It fell into disrepair and in the 16th century, marble and statues from the Villa were used in the construction of the nearby Villa dâ€™Este.",1781,1781,Francis Towne,1740-1816,Buildings & Architecture,"stately homes,ruins,gardens","Hadrian's Villa, Tivoli"
TWW0000004975,Guy Peppiatt Fine Art,ENG,Near Calais,,1772,1839,François-Thomas-Louis Francia,1772-1839,Landscapes & Seascapes,"coasts,boats,beaches,people",Near Calais
TWW0000004976,Guy Peppiatt Fine Art,ENG,The Cave at Freshwater,"Watercolour over pencil. Â 
Born in Calais, Francia first came to England in 1795, the year he first exhibited at the Royal Academy. He was a fellow student of Girtin at Dr Monroâ€™s and his influence is evident on his work. In 1805 he set up as a drawing master in Kensington and returned to Calais in 1817 where he taught the young Bonington. Anthony Reed has dated this drawing to 1806-7 when Francia visited the Isle of Wight.",1806,1807,François-Thomas-Louis Francia,1772-1839,Landscapes & Seascapes,"rocks,beaches,seascapes,people",The Cave Freshwater
TWW0000004977,Guy Peppiatt Fine Art,ENG,"The West Gate and Obelisk, Winchester",Signed lower left: L. Francia 1804 and again with initials on reverse of original mount: West Gate/& obelisk/Winchester/Hants/LF/1804.,1804,1804,François-Thomas-Louis Francia,1772-1839,Buildings & Architecture,monuments,"The West Gate Obelisk, Winchester"
TWW0000004978,Guy Peppiatt Fine Art,ENG,The Interior of Winchester Cathedral,"Signed lower left:Â L. Francia 1803Â andÂ inscribed on reverse of original mount: inside view of Winchester/Cathedral, made for/Sir Henry Englefield Bart/by L Francia 1803, with original pen and ink border.",1803,1803,François-Thomas-Louis Francia,1772-1839,Buildings & Architecture,"interiors,religious buildings",The Interior Winchester Cathedral
TWW0000004979,Guy Peppiatt Fine Art,ENG,The Calais Fishing Fleet Setting Sail: Grey Morning,"Watercolour over traces of pencil heightened with bodycolour. Born in Calais, Francia moved to London in 1790 and soon afterwards was employed as a teaching assistant at J.C. Barrowâ€™s drawing academy. By 1795, he was exhibiting at the Royal Academy and in 1805 he set up as a drawing master in Kensington. In 1817, having failed to gain election as an Associate of the Royal Academy the previous year, he returned to Calais as Secretary to the British Consul there, where he remained for the rest of his life. At the end of 1817, Bonington moved to Calais with his family and soon encountered Francia who gave him lessons. Anthony Reed (op. cit.) dates the present watercolour to circa 1830.",1772,1839,François-Thomas-Louis Francia,1772-1839,Landscapes & Seascapes,"trade,boats,landscapes,cliffs,coasts,seascapes,ports",The Calais Fishing Fleet Setting Sail: Grey Morning
TWW0000004980,Guy Peppiatt Fine Art,ENG,Esneh from the Nile,Watercolour over pencil.,1874,1874,Frederick Arthur Bridgman,1847-1928,Buildings & Architecture,"buildings,residential buildings",Esneh Nile
TWW0000004981,Guy Peppiatt Fine Art,ENG,The Temple at Luxor,Watercolour over pencil.,1874,1874,Frederick Arthur Bridgman,1847-1928,Buildings & Architecture,"religious buildings,ruins",The Temple Luxor
TWW0000004982,Guy Peppiatt Fine Art,ENG,A Village on the Nile,Watercolour over pencil.,1874,1874,Frederick Arthur Bridgman,1847-1928,Buildings & Architecture,"residential buildings,townscapes",A Village Nile
TWW0000008639,New-York Historical Society,ENG,Afternoon Rainbow,"Boston Common from Charles Street Mall, Boston, Massachusetts.",1830,1840,George Harvey,1801-1878,Landscapes & Seascapes,"parks,roads,people,social life,leisure",Afternoon Rainbow
TWW0000008640,New-York Historical Society,ENG,Sunrise,"Flatbush and the Ocean from the Greenwood Cemetery, Long Island, New York.",1830,1840,George Harvey,1801-1878,Landscapes & Seascapes,"fields,monuments,farms",Sunrise
TWW0000008641,New-York Historical Society,ENG,"Thunder Cloud, Portland Pier, Lake Erie",,1830,1840,George Harvey,1801-1878,Landscapes & Seascapes,"lakes,people,social life","Thunder Cloud, Portland Pier, Lake Erie"
TWW0000008642,New-York Historical Society,ENG,"Afternoon, Hastings Landing","Palisade Rocks in Shadow, New York.",1836,1836,George Harvey,1801-1878,Landscapes & Seascapes,cliffs,"Afternoon, Hastings Landing"
TWW0000008643,New-York Historical Society,ENG,"Houses on a Tobacco Plantation, Virginia",,1840,1840,George Harvey,1801-1878,Landscapes & Seascapes,"rivers,farms,industries,professions,residential buildings,trade,manufacturing","Houses Tobacco Plantation, Virginia"
TWW0000008644,New-York Historical Society,ENG,"Fort Union, Missouri",,1843,1843,Isaac Sprague,fl.1843,Buildings & Architecture,"rivers,landscapes,government buildings,trade,industries,professions,fields","Fort Union, Missouri"
TWW0000008645,New-York Historical Society,ENG,"William Rogers House, Billerica, Massachusetts",,1820,1820,Jabez Ward Barton,,Buildings & Architecture,"residential buildings,people,social life,landscapes,rivers,lakes","William Rogers House, Billerica, Massachusetts"
TWW0000008646,New-York Historical Society,ENG,Steamboat 'Sylvan Grove',,1871,1871,James Bard,1815-1897,Travel & Transport,"boats,rivers,landscapes",Steamboat 'Sylvan Grove'
TWW0000008647,New-York Historical Society,ENG,"55-59 Maiden Lane, New York City",,1851,1851,John Mackie Falconer,1820-1903,Buildings & Architecture,"roads,people,social life,trade,industries,professions,public spaces,residential buildings","Maiden Lane, New York City"
TWW0000008648,New-York Historical Society,ENG,"Erie Canal, NY",The Erie Canal is a historic waterway of the United States connecting the Great Lakes with New York City via the Hudson River.,1831,1831,John William Hill,1812-1879,Industries & Professions,"manufacturing,trade,landscapes,canals,people,social life","Erie Canal,"
TWW0000008649,New-York Historical Society,ENG,"New Amsterdam, New Netherland",,1650,1650,Laurens Block,,Landscapes & Seascapes,"coasts,rivers,seascapes,townscapes,cityscapes,boats,travel,transport","New Amsterdam, New Netherland"
TWW0000008650,New-York Historical Society,ENG,"The Hudson River Steamboat, 'Clermont'",,1858,1858,Richard Varick De Witt,1800-1868,Travel & Transport,"boats,rivers,landscapes","The Hudson River Steamboat, 'Clermont'"
TWW0000008651,New-York Historical Society,ENG,Niagara Falls from Above,,1766,1766,Thomas Davies,c.1737-1812,Landscapes & Seascapes,waterfalls,Niagara Falls Above
TWW0000008652,New-York Historical Society,ENG,"Covered Bridge across the Sacandaga River, Hadley, NY",,1820,1820,William Guy Wall,1792-c.1864,Buildings & Architecture,"bridges,rivers,landscapes","Covered Bridge Sacandaga River, Hadley,"
TWW0000025840,Private Collection,ENG,Derwent Water,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,boats,hills,mountains",Derwent Water
TWW0000025841,Private Collection,ENG,Aira Force,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"waterfalls,cliffs,rivers",Aira Force
TWW0000025842,Private Collection,ENG,Wast Water,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,valleys,hills,mountains",Wast Water
TWW0000025843,Private Collection,ENG,Eskdale,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"hills,roads,mountains",Eskdale
TWW0000025844,Private Collection,ENG,Eskdale,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"hills,valleys,mountains",Eskdale
TWW0000025845,Private Collection,ENG,Grassmere [sic] and Rydale [sic] from Highest House in England,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,valleys,roads,hills,mountains",Grassmere [sic] Rydale [sic] Highest House England
TWW0000025846,Private Collection,ENG,Brother's Water from Kirkstone Pap,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,valleys,roads,hills,mountains",Brother's Water Kirkstone Pap
TWW0000025847,Private Collection,ENG,Brother's Water,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Brother's Water
TWW0000025848,Private Collection,ENG,Brother's Water,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Brother's Water
TWW0000025849,Private Collection,ENG,Ullswater,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Ullswater
TWW0000025850,Private Collection,ENG,Ullswater,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Ullswater
TWW0000025851,Private Collection,ENG,Ullswater,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Ullswater
TWW0000025852,Private Collection,ENG,Ullswater,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Ullswater
TWW0000025853,Private Collection,ENG,Ullswater,,1801,1900,Unknown Artist,,Landscapes & Seascapes,"lakes,hills,valleys,mountains",Ullswater
